Name,Authors,Price,Image-url,Rating,NumberOfPages,Format,Publication date,Publisher,Language,ISBN10,ISBN13,Publication City,Publication Country,Width,Height,Thickness,Weight
"Artificial Neural Networks and Machine Learning -- Icann 2014 : 24th International Conference on Artificial Neural Networks, Hamburg, Germany, September 15-19, 2014, Proceedings","Stefan Wermter, Cornelius Weber, Wlodzislaw Duch",,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3191/9783319111803.jpg,,880.0,Paperback,2014-10-10,Springer,,3319111809,9783319111803,,,156.0,234.0,44.0,1209.0
Machine Learning for Computer Vision,,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6422/9783642286629.jpg,,274.0,Paperback,2012-08-31,Springer,,3642286623,9783642286629,,,156.0,234.0,15.0,386.0
Machine Learning and Image Interpretation,"Terry Caelli, Walter F Bischof",,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4899/9781489918178.jpg,,448.0,Paperback,2014-09-01,Springer,,1489918175,9781489918178,,,156.0,234.0,23.0,625.0
"Analysis and Design of Machine Learning Techniques : Evolutionary Solutions for Regression, Prediction, and Control Problems",Patrick Stalph,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6580/9783658049386.jpg,,176.0,Paperback,2014-02-28,Springer,,3658049383,9783658049386,,,148.0,210.0,10.0,236.0
Machine Learning and Data Mining in Pattern Recognition,Petra Perner,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6622/9783662205037.jpg,,376.0,Paperback,2014-01-15,Springer,,3662205033,9783662205037,,,156.0,234.0,20.0,526.0
Machine Learning : Ecml-93,Pavel B Brazdil,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6621/9783662186398.jpg,,492.0,Paperback,2014-09-01,Springer,,366218639X,9783662186398,,,156.0,234.0,25.0,684.0
Machine Learning : A Quantitative Approach,Henry H Liu,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9864/9781986487528.jpg,,484.0,Paperback,2018-03-12,Createspace Independent Publishing Platform,English,1986487520,9781986487528,,,191.0,235.0,25.0,826.0
Machine Learning Research 1989-90,National Aeronaut Administration (Nasa),,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7223/9781722352035.jpg,,32.0,Paperback,2018-07-05,Createspace Independent Publishing Platform,English,1722352035,9781722352035,,,216.0,279.0,2.0,100.0
Hands on Machine Learning with Python,"John Anderson, Ai Sciences Publisher",,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7247/9781724731968.jpg,3.8,224.0,Paperback,2018-08-06,Createspace Independent Publishing Platform,English,1724731963,9781724731968,,,152.0,229.0,12.0,304.0
Practical Machine Learning - : Experimental algorithms and techniques for machine learning and artificial intelligence,"Sunila Gollapudi, Rodolfo Bonnin",,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7889/9781788996822.jpg,,501.0,Paperback,2018-08-31,Packt Publishing Limited,,1788996828,9781788996822,Birmingham,United Kingdom,,,,
An Introduction to Statistical Learning,Robert Harrell,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9841/9781984173102.jpg,,422.0,Paperback,2017-09-14,Createspace Independent Publishing Platform,English,1984173103,9781984173102,,,216.0,280.0,22.0,971.0
Machine Learning-Enabled Data Quality The Ultimate Step-By-Step Guide,Gerardus Blokdyk,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/6554/9780655419891.jpg,,288.0,Paperback,2018-09-28,5starcooks,English,0655419896,9780655419891,,,152.0,229.0,15.0,386.0
Hydraulic and Hydraulic Machines : For Learners (Learn in a Week),Gloobal Engineering,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7238/9781723825064.jpg,,246.0,Paperback,2018-09-19,Independently Published,English,1723825069,9781723825064,,,178.0,254.0,13.0,431.0
Merkmalskonstruktion für Machine Learning : Prinzipien und Techniken der Datenaufbereitung,"Alice Zheng, Amanda Casari, Thomas Lotze",,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/9600/9783960090939.jpg,5.0,200.0,Paperback,2019-04-01,Dpunkt.Verlag GmbH,German,3960090935,9783960090939,,,167.0,238.0,15.0,405.0
Keep Calm and Learn Statistics : Statistics Designer Notebook,Great Gift Books,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7199/9781719904032.jpg,,122.0,Paperback,2018-08-26,Independently Published,English,1719904030,9781719904032,,,152.0,229.0,7.0,172.0
Keep Calm and Learn Machine Learning : Machine Learning Designer Notebook,Great Gift Books,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7199/9781719909358.jpg,,122.0,Paperback,2018-08-27,Independently Published,English,1719909350,9781719909358,,,152.0,229.0,7.0,172.0
Machine Learning for Security Complete Self-Assessment Guide,Gerardus Blokdyk,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6554/9780655443643.jpg,,284.0,Paperback,2018-11-01,5starcooks,English,0655443649,9780655443643,,,152.0,229.0,15.0,381.0
"The Baptist Denomination; Its History, Doctrines, and Ordinances : Its Polity, Persecutions, and Martyrs; Facts and Statistics of Its Missionary Institutions, Schools of Learning, Etc (Classic Reprint)",D C Haynes,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/3327/9781332740673.jpg,,358.0,Paperback,2019-02-04,Forgotten Books,English,1332740677,9781332740673,,,152.0,229.0,19.0,476.0
Neural Networks and Learning Machines : International Edition,Simon O. Haykin,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1324/9780132449069.jpg,,936.0,Paperback,2010-12-17,Pearson Education (US),,0132449064,9780132449069,,,,,,
"Causation, Prediction, and Search","Peter Spirtes, Clark Glymour, Richard Scheines, Francis Bach",,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2625/9780262527927.jpg,3.53,568.0,Paperback,2001-01-29,MIT Press Ltd,English,0262527928,9780262527927,Massachusetts,United States,178.0,229.0,38.0,1065.94
Intro to Machine Learning Using C Sharp,"George L Moss, London School of Management Studies",,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5087/9781508714392.jpg,,150.0,Paperback,2015-03-08,Createspace,English,1508714398,9781508714392,,,216.0,279.0,8.0,363.0
Machine Learning Using C Sharp in 30 Days,Sean C Wright,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5121/9781512108941.jpg,,150.0,Paperback,2015-05-09,Createspace,English,1512108944,9781512108941,,,216.0,279.0,8.0,363.0
Essentials of Machine Learning Using C Sharp,Kai C Phillips,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5121/9781512108965.jpg,,150.0,Paperback,2015-05-09,Createspace,English,1512108960,9781512108965,,,216.0,279.0,8.0,363.0
Machine Learning Using C Sharp Manual,"Sarah E Atkinson, London School of Management Studies",,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5087/9781508714378.jpg,,150.0,Paperback,2015-03-08,Createspace,English,1508714371,9781508714378,,,216.0,279.0,8.0,363.0
Machine Learning Using C Sharp Self Study,Jacob L Robinson,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5121/9781512108927.jpg,,150.0,Paperback,2015-05-09,Createspace,English,1512108928,9781512108927,,,216.0,279.0,8.0,363.0
Absolute Guide to Machine Learning Using C Sharp,Zak I Doyle,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5121/9781512108934.jpg,,150.0,Paperback,2015-05-09,Createspace,English,1512108936,9781512108934,,,216.0,279.0,8.0,363.0
Artificial Intelligence : Artificial Intelligence for Humans,Jon Gabriel,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5369/9781536939552.jpg,3.95,78.0,Paperback,2016-08-06,Createspace Independent Publishing Platform,English,1536939552,9781536939552,,,152.0,229.0,4.0,118.0
Machine Learning in Radiation Oncology : Theory and Applications,"Issam El Naqa, Ruijiang Li, Martin J. Murphy",,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3193/9783319354644.jpg,5.0,336.0,Paperback,2016-10-21,Springer International Publishing AG,English,3319354647,9783319354644,Cham,Switzerland,155.0,235.0,23.0,5969.0
Dive In Machine Learning Using C Sharp,Isabelle Wong,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5406/9781540621429.jpg,,150.0,Paperback,2016-11-26,Createspace Independent Publishing Platform,English,1540621421,9781540621429,,,152.0,229.0,8.0,209.0
Machine Learning Using C Sharp In a Day,Oscar Parkin,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5405/9781540515094.jpg,,150.0,Paperback,2016-11-20,Createspace Independent Publishing Platform,English,1540515095,9781540515094,,,152.0,229.0,8.0,209.0
Machine Learning Using C Sharp In Your Pocket,Luca Wheeler,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5406/9781540655219.jpg,,150.0,Paperback,2016-11-27,Createspace Independent Publishing Platform,English,1540655210,9781540655219,,,152.0,229.0,8.0,209.0
Machine Learning Using C Sharp Winner,Joshua Daly,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5406/9781540660480.jpg,,150.0,Paperback,2016-11-27,Createspace Independent Publishing Platform,English,1540660486,9781540660480,,,152.0,229.0,8.0,209.0
Advances in Machine Learning and Data Mining for Astronomy,"Michael J. Way, Jeffrey D. Scargle, Kamal M. Ali, Ashok N. Srivastava",,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/1381/9781138199309.jpg,3.0,744.0,Paperback,2016-11-18,Taylor & Francis Ltd,English,1138199303,9781138199309,London,United Kingdom,178.0,254.0,40.64,454.0
Theme Sets: Machines in the Home,National Geographic Learning,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7922/9780792247548.jpg,,,Paperback,2007-02-26,National Geographic Society,,079224754X,9780792247548,,,,,,
Theme Sets: Machines in Construction,National Geographic Learning,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7922/9780792247562.jpg,,,Paperback,2007-03-11,National Geographic Society,,0792247566,9780792247562,,,,,,
Machine Learning,John Laird,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/9346/9780934613644.jpg,3.0,467.0,Paperback,1988-12-25,ELSEVIER SCIENCE & TECHNOLOGY,English,0934613648,9780934613644,San Francisco,United States,217.0,278.0,25.4,1139.0
Advances in Machine Learning Applications in Software Engineering,"Du Zhang, Jeffrey J. P. Tsai",,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5914/9781591409427.jpg,4.0,300.0,Paperback,2007-03-16,IGI Global,English,159140942X,9781591409427,Hershey,United States,,,,
Machine Learning and Knowledge Discovery in Databases,"Wray Buntine, Marko Grobelnik, Dunja Mladenic",,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6420/9783642041815.jpg,,792.0,Paperback,2009-08-05,Springer,English,3642041817,9783642041815,,,156.0,234.0,39.0,1089.0
Learning about Simple Machines with Graphic Organizers,Jonathan Kravetz,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4042/9781404222069.jpg,,24.0,Paperback,2007-01-01,PowerKids Press,,1404222065,9781404222069,,,,,,
Lab Lvl10 Kitchen Machines,Smart Apple,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5992/9781599206028.jpg,,16.0,Paperback,2011-01-02,"Smart Apple Media,US",English,1599206021,9781599206028,Minnesota,United States,150.0,183.0,8.0,77.0
Statistics : Learning by Doing,Spurrier,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5760/9781576040416.jpg,3.5,308.0,Paperback,2000-05-01,"Whittier Publications, Incorporated",,1576040410,9781576040416,,,,,,
Statistics : Learning by Doing,"John D. Spurrier, Don Edwards, Lori A. Thombs",,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5760/9781576040850.jpg,,,Paperback,1999-12-01,Whittier Pubn,English,1576040852,9781576040850,,,,,,
"Evolutionary Computation, Machine Learning and Data Mining in Bioinformatics","Elena Marchiori, Jason H Moore",,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/5408/9783540849469.jpg,,232.0,Paperback,2008-12-03,Springer,English,3540849467,9783540849469,,,156.0,234.0,12.0,331.0
Statistics for Science : Problem-Based Learning Workbook,Frederick Osman,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7410/9781741031379.jpg,,380.0,Paperback,2003-05-31,Pearson Education Australia,,1741031370,9781741031379,"Frenchs Forest, NSW",Australia,,,,
"Data Queen : Data Science Enthusiast Journal, Gift for Data Scientists, Data Engineers, Machine Learning Practionners.",The Data Scientist,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6771/9781677184088.jpg,,140.0,Paperback,2019-12-18,Independently Published,English,1677184086,9781677184088,,,152.0,229.0,8.0,213.0
Python Data Science for Beginners : A Complete Crash Course to Become a Data Scientist from Scratch and Increase Your Skills to Have a Successful Career in the Job of the Future,Oliver R Simpson,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7085/9781708516086.jpg,,266.0,Paperback,2019-11-15,Independently Published,Italian,1708516085,9781708516086,,,152.0,229.0,14.0,358.0
Python : 2 Books in 1: Python Programming & Data Science. Master Data Analysis from Scratch and Discover the Secrets of Machine Learning with Step-by-Step Exercises,Daniel Howard,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6509/9781650986128.jpg,,306.0,Paperback,2019-12-25,Independently Published,English,1650986122,9781650986128,,,152.0,229.0,16.0,413.0
Maciunas' Learning Machines : From Art History to a Chronology of Fluxus,Astrit Schmidt-Burkhardt,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/9904/9783990433966.jpg,5.0,216.0,Paperback,2011-05-25,De Gruyter,English,3990433962,9783990433966,Berlin,Germany,,,,
Machine Learning in Medical Imaging,,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6422/9783642243202.jpg,4.0,388.0,Paperback,2011-09-26,Springer,,3642243207,9783642243202,,,156.0,234.0,20.0,540.0
Using Simple Machines Teacher's Guide,"National Geographic Learning, James A Shymansky",,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7922/9780792249214.jpg,,,Paperback,2006-01-01,National Geographic Society,,0792249216,9780792249214,,,,,,
Theme Sets: Machines in the Home (8-Pack),"National Geographic Learning, James A Shymansky",,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4263/9781426362224.jpg,,,Paperback,2007-02-26,National Geographic Society,,1426362226,9781426362224,,,,,,
Machine Learning and Knowledge Discovery in Databases,,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6422/9783642237843.jpg,,704.0,Paperback,2012-01-30,Springer,,3642237843,9783642237843,,,156.0,234.0,36.0,971.0
"Evolutionary Computation, Machine Learning and Data Mining in Bioinformatics",,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6423/9783642371905.jpg,,232.0,Paperback,2013-02-27,Springer,,3642371906,9783642371905,,,156.0,234.0,12.0,331.0
"Machine Learning and Knowledge Discovery in Databases : European Conference, Ecml Pkdd 2013, Prague, Czech Republic, September 23-27, 2013, Proceedings, Part II","Hendrik Blockeel, Kristian Kersting, Siegfried Nijssen",,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6424/9783642409929.jpg,,740.0,Paperback,2013-09-09,Springer,,364240992X,9783642409929,,,156.0,234.0,38.0,1016.0
Computer Programming for Beginners : 2 Books in 1: Machine Learning for Beginners + Python for Beginners,Jason Knox,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6519/9781651970638.jpg,,330.0,Paperback,2020-01-03,Independently Published,,1651970637,9781651970638,,,152.0,229.0,19.0,485.0
Theme Sets: Machines in Construction,National Geographic Learning,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7922/9780792247562.jpg,,,Paperback,2007-03-11,National Geographic Society,,0792247566,9780792247562,,,,,,
Theme Sets: Machines in the Home,National Geographic Learning,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7922/9780792247548.jpg,,,Paperback,2007-02-26,National Geographic Society,,079224754X,9780792247548,,,,,,
"Machine Learning : This Book Includes: Python Machine Learning and Data Science. A Comprehensive Guide for Beginners to Master Deep Learning, Artificial Intelligence and Data Science with Python.",Andrew Park,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9798/6021/9798602139143.jpg,5.0,268.0,Paperback,2020-01-21,Independently Published,English,,9798602139143,,,152.0,229.0,14.0,363.0
Python : 2 Books in 1: Python Programming & Data Science. Master Data Analysis from Scratch and Discover the Secrets of Machine Learning with Step-by-Step Exercises,Daniel Howard,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6509/9781650986128.jpg,,306.0,Paperback,2019-12-25,Independently Published,English,1650986122,9781650986128,,,152.0,229.0,16.0,413.0
"Data Queen : Data Science Enthusiast Journal, Gift for Data Scientists, Data Engineers, Machine Learning Practionners.",The Data Scientist,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6771/9781677184088.jpg,,140.0,Paperback,2019-12-18,Independently Published,English,1677184086,9781677184088,,,152.0,229.0,8.0,213.0
The Active Practice of Statistics : A Text for Multimedia Learning,David S. Moore,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7167/9780716731405.jpg,,411.0,Paperback,1997-10-22,W.H.Freeman & Co Ltd,English,0716731401,9780716731405,New York,United States,184.0,232.0,20.0,736.0
"Content Marketing Machine : The Essential Strategies to Ignite Your Content. Learn the Secret Formula Copywriters Use for Online Digital Marketing, Web Content Creation, Business Email, & SEO",Jhon Porter,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7127/9781712776391.jpg,1.0,190.0,Paperback,2019-11-28,Independently Published,English,1712776398,9781712776391,,,152.0,229.0,11.0,286.0
Independent Learning Project for Advanced Chemistry: The Mole Bk. S1,ILEA Chemistry Project Team,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7195/9780719540356.jpg,,66.0,Paperback,1990-02-01,Hodder Arnold,,0719540356,9780719540356,London,United Kingdom,,,,
Independent Learning Project for Advanced Chemistry: Atomic Structure Bk. S2,ILEA Chemistry Project Team,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7195/9780719540363.jpg,,83.0,Paperback,1983-09-30,Hodder Arnold,,0719540364,9780719540363,London,United Kingdom,,,,
Machine Learning For Absolute Beginners : Applications of Artificial Intelligence From a World-Class Practitioner,"Jonathan Fitzpatrick, Zach Mershke",,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7084/9781708484064.jpg,,178.0,Paperback,2019-11-29,Independently Published,Italian,170848406X,9781708484064,,,127.0,203.0,10.0,181.0
Python Data Science for Beginners : A Complete Crash Course to Become a Data Scientist from Scratch and Increase Your Skills to Have a Successful Career in the Job of the Future,Oliver R Simpson,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7085/9781708516086.jpg,,266.0,Paperback,2019-11-15,Independently Published,Italian,1708516085,9781708516086,,,152.0,229.0,14.0,358.0
"Data Science from Scratch : Want to become a Data Scientist? This guide for beginners will walk you through the world of Data Science, Big Data, Machine Learning and Deep Learning",Steve Geddis,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6714/9781671480513.jpg,4.0,162.0,Paperback,2019-12-04,Independently Published,English,1671480511,9781671480513,,,152.0,229.0,9.0,227.0
Lifelong Learning Statistics 2005: No. 329,,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7559/9780755946280.jpg,,154.0,Paperback,2005-12-15,Scottish Executive,,0755946286,9780755946280,Edinburgh,United Kingdom,,,,
"Python Programming : 2 Books in 1: Data Analysis and Data Science. A Beginners Guide to Master Machine Learning, Coding and Deep Learning with a Step-by-Step Crash Course and Practical Exercises",Tony Hacking,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9798/6161/9798616134448.jpg,,376.0,Paperback,2020-02-20,Independently Published,English,,9798616134448,,,152.0,229.0,20.0,503.0
Machine Learning. Tecnicas de Analisis Supervisado : Regresion Dinamica,F Marques,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9798/6346/9798634678535.jpg,,230.0,Paperback,2020-04-06,Independently Published,Spanish,,9798634678535,,,152.0,229.0,13.0,340.0
Machine Learning Applications in Non-Conventional Machining Processes,"Goutam Kumar Bose, Pritam Pain",,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7998/9781799836254.jpg,,300.0,Paperback,2020-12-30,IGI Global,,1799836258,9781799836254,,,,,,
"Image Processing : Algorithms and Systems, Neural Networks, and Machine Learning","Edward R. Dougherty, Jaakko T. Astola, Karen O. Egiazarian, Nasser M. Nasrabadi, Syed A. Rizvi",,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/8194/9780819461049.jpg,,544.0,Paperback,2006-02-15,SPIE Press,English,0819461040,9780819461049,Bellingham,United States,,,,
Summary of The Art of Statistics By David Spiegelhalter - How to Learn from Data,Ctprint,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9798/6094/9798609434876.jpg,,44.0,Paperback,2020-02-04,Independently Published,English,,9798609434876,,,127.0,203.0,3.0,59.0
"Machine Learning : 3 Books in 1: Python Programming, Data Science, Computer Networking for Beginners. Master the Mathematics of Machine Learning & Applied Artificial Intelligence (Step-by-Step Guide)",Jason Callaway,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9798/6228/9798622893865.jpg,5.0,456.0,Paperback,2020-03-08,Independently Published,English,,9798622893865,,,152.0,229.0,23.0,603.0
"Pattern Analysis, Statistical Modelling and Computional Learning 2004-2008",Peter J. Bentley,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/9559/9780955930102.jpg,,70.0,Paperback,2008-05-01,Pascal Network of Excellence,,0955930103,9780955930102,London,United Kingdom,,,,
Grundkurs Machine Learning : Aus der Buchreihe »Informatik verstehen«. Ideal zum Selbststudium,Paul Wilmott,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9783/8362/9783836275989.jpg,,256.0,Paperback,2020-07-27,Rheinwerk Verlag GmbH,German,3836275988,9783836275989,,,175.0,228.0,17.0,480.0
Machine Learning. Tecnicas de Analisis Supervisado : Modelos Predictivos Multiecuacionales,F Marques,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9798/6356/9798635699171.jpg,,176.0,Paperback,2020-04-09,Independently Published,Spanish,,9798635699171,,,152.0,229.0,10.0,268.0
"Lean Machines, Learning from the Leaders of the Next Industrial Revolution",Richard A. McCormack,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/9722/9780972240703.jpg,3.5,,Paperback,2002-12-01,Publishers and Producers,English,0972240705,9780972240703,Annandale,United States,,,,
Azure Machine Learning A Complete Guide - 2020 Edition,Gerardus Blokdyk,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8674/9781867408079.jpg,,310.0,Paperback,2020-05-19,5starcooks,English,1867408074,9781867408079,,,152.0,229.0,17.0,417.0
Supervised Learning Techniques in Machine Learning : CLASSIFICATION. Examples with SAS,H Rafter,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9798/6450/9798645094713.jpg,,340.0,Paperback,2020-05-11,Independently Published,English,,9798645094713,,,152.0,229.0,19.0,499.0
"Python : This Book Includes: Machine Learning, Python and Data Science. Learn Computer Programming for Beginners.",Oliver Soranson,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9798/6423/9798642386224.jpg,,538.0,Paperback,2020-05-01,Independently Published,English,,9798642386224,,,152.0,229.0,28.0,712.0
"Machine Learning 2020 : A Fundamental Guide to Learn and Master Artificial Intelligence, Data Science, Data Analytics",Alex Tyie,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6965/9781696577304.jpg,,300.0,Paperback,2019-09-30,Independently Published,English,1696577306,9781696577304,,,152.0,229.0,17.0,440.0
Machine Learning for Multimedia Content Analysis,"Yihong Gong, Wei Xu, Werner Sinzig",,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3875/9780387517865.jpg,,320.0,Paperback,2008-07-17,Springer,"English, German",0387517863,9780387517865,,,156.0,234.0,16.0,417.0
"Personality, Development and Learning: Statistics Guide",,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3351/9780335132973.jpg,,32.0,Paperback,1985-12-01,OPEN UNIVERSITY PRESS,,0335132979,9780335132973,Milton Keynes,United Kingdom,,,,
Machine Learning And Ai In Network Monitoring A Complete Guide - 2019 Edition,Gerardus Blokdyk,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6558/9780655801627.jpg,,320.0,Paperback,2019-06-22,5starcooks,English,0655801626,9780655801627,,,152.0,229.0,17.0,431.0
"Notizbuch : 140 linierte Seiten in diesem Notizheft. Deep Learning, Machine Learning für Informatiker und Computer Scientists",Dream Big Journals,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/0759/9781075911347.jpg,,142.0,Paperback,2019-06-24,Independently Published,German,1075911346,9781075911347,,,,,,
Learning Business Statistics with Microsoft Excel 2000,John L. Neufeld,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1303/9780130308788.jpg,3.25,449.0,Paperback,2000-08-16,Pearson Education (US),English,0130308781,9780130308788,,,191.0,235.0,17.0,733.0
"Artificial intelligence a modern approach : The application in healthcare, industry and more. The fascinating topic of machine learning and prediction machines. The complexity explained for beginners",Chris Baker,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/0824/9781082457265.jpg,3.0,156.0,Paperback,2019-07-24,Independently Published,English,1082457264,9781082457265,,,152.0,229.0,8.0,218.0
Machine Learning Approach for Voicing Detection,Mohammed Abebe Yimer,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9786/2020/9786202013642.jpg,,96.0,Paperback,2017-09-11,LAP Lambert Academic Publishing,English,6202013648,9786202013642,,,150.0,220.0,6.0,161.0
"Praxiseinstieg Machine Learning mit Scikit-Learn und TensorFlow : Konzepte, Tools und Techniken für intelligente Systeme","Aurelien Geron, Kristian Rother",,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/9600/9783960090618.jpg,4.54,576.0,Paperback,2017-12-31,Dpunkt.Verlag GmbH,German,3960090617,9783960090618,,,167.0,243.0,34.0,1062.0
Tensorflow Machine Learning Complete Self-Assessment Guide,Gerardus Blokdyk,,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4891/9781489138866.jpg,,122.0,Paperback,2018-01-06,5starcooks,English,1489138862,9781489138866,,,152.0,229.0,7.0,172.0
